title,company_name,has_company_name,salary,has_salary,url,source,description,label,id
Грузчик на KASPI склад в Усть-Каменогорск,ТОО WeFind,1,"от 300 000 до 355 000 ₸ за месяц, на руки",1,https://almaty.hh.kz/vacancy/132146382?hhtmFrom=vacancy_search_list,hh.kz,"примем на работу грузчика на kaspi склад в усть-каменогорск! оплата раз в неделю! только для постоянная работа! что вас ждет: - разгрузка - погрузка интернет-товаров на складе - дневные с 8:00 до 20:00 и ночные смены с 20:00 до 8:00 на выбор - обед нужно брать с собой требования: физическая выносливость, без опыта",,249
Требуются сантехники,,0,,0,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-santehniki-IDqLnRn.html,olx.kz,,,714
Таксопарк Яндекс | Яндекс такси для водителей | Подключение водителей,,0,,0,https://www.olx.kz/obyavlenie/rabota/taksopark-yandeks-yandeks-taksi-dlya-voditeley-podklyuchenie-voditeley-IDqyFoY.html,olx.kz,,,752
Младший инженер (Стажер),ТОО ОВ КАЗАХСТАН,1,,0,https://almaty.hh.kz/vacancy/131778758?hhtmFrom=vacancy_search_list,hh.kz,"летняя стажировка в финтех-компании — июнь 2026 международная компания с многолетним опытом разработки программного обеспечения для финансового сектора приглашает выпускников технических специальностей на летнюю стажировку. компания разрабатывает платформу цифровых платежей way4, которая используется банками, финтех- и телеком-компаниями в различных странах. решения компании применяются в промышленной эксплуатации и обеспечивают работу критически важной финансовой инфраструктуры. стажировка ориентирована на выпускников, планирующих построить профессиональную карьеру в сфере информационных технологий. в рамках стажировки предусмотрено: обучение во внутренней инженерной академии компании изучение архитектуры и функциональности платежной платформы практическая работа с базами данных (sql / pl/sql) ознакомление с принципами работы платежных систем участие в проектных задачах под руководством наставника работа в международной команде стажировка предполагает практическое участие в реальных задачах. возможные направления развития после успешного прохождения стажировки: инженер по внедрению настройка и конфигурация системы в соответствии с требованиями клиента анализ технических требований участие в тестировании и подготовке системы к промышленной эксплуатации взаимодействие с представителями банков и финансовых организаций инженер технической поддержки анализ и решение инцидентов в production-среде работа с sql при диагностике проблем воспроизведение и исследование выявленных ошибок взаимодействие с командой разработки при необходимости требования к кандидатам: высшее техническое образование (ит, математика, физика), год окончания обучения 2025-2026. базовые знания sql и понимание принципов работы ит-систем готовность к обучению и профессиональному развитию ответственный и внимательный подход к работе будет преимуществом интерес к финтеху и понимание принципов работы распределённых систем. компания предлагает: работу в международной, мультикультурной среде возможность построения карьеры в стабильной компании с долгой историей наставничество со стороны опытных специалистов возможность трудоустройства по результатам стажировки",,75
Шеф-повар,ТОО Smart strategies and development,1,до 770 000 ₸ за месяц на руки,1,https://almaty.hh.kz/vacancy/132188690?hhtmFrom=vacancy_search_list,hh.kz,"ramada by wyndham astana - представитель самой крупной в мире гостиничной группы wyndham hotels&resorts, в число которой входят более 9 300 отелей работающих под 25 брендами в 95 странах мира! в нашу команду мы ищем шеф-повара. обязанности: организация и контроль работы кухни, руководство поварами, распределение обязанностей разработка и обновление меню с учётом концепции отеля и сезонности продуктов контроль качества, вкуса и подачи блюд, соблюдение санитарных норм управление закупками и складскими запасами, работа с поставщиками контроль себестоимости блюд, food cost-анализ, оптимизация затрат разработка банкетных, фуршетных и шведских меню обучение, развитие и мотивация персонала обеспечение соблюдения стандартов безопасности и haccp требования: среднее профессиональное или высшее образование опыт работы не менее 5 лет на руководящей должности обязательный практический опыт работы с грузинской кухней опыт управления командой кухни знание санитарных норм и стандартов haccp навыки работы с технологическими картами и калькуляцией опыт проведения банкетов и мероприятий лидерские качества, ответственность, стрессоустойчивость условия: официальное трудоустройство согласно тк рк своевременная выплата заработной платы предоставление служебного жилья для кандидатов из других городов работа в стабильной компании при международном отеле возможность профессиональной реализации и развития дружная профессиональная команда корпоративное питание комфортные условия труда и современное оборудование кухни",,114
Внимание! Короткая вахта,,0,,0,https://www.olx.kz/obyavlenie/rabota/vnimanie-korotkaya-vahta-IDqvJEP.html,olx.kz,,,612
Требуется электрик,,0,,0,https://www.olx.kz/obyavlenie/rabota/trebuetsya-elektrik-IDpDu42.html,olx.kz,,,595
Менеджер по кадровому делопроизводству,ТОО SKK KZ,1,от 500 000 ₸ за месяц на руки,1,https://almaty.hh.kz/vacancy/132118426?hhtmFrom=vacancy_search_list,hh.kz,"1. ведение кадрового делопроизводства: • оформление приёма, перевода и увольнения сотрудников; • подготовка трудовых договоров, приказов, личных дел, трудовых книжек; • ведение личных карточек (форма т-2), журналов и архивов. 2. учёт кадров: • контроль штатного расписания; • учёт отпусков, больничных, отгулов, командировок; • формирование и обновление базы данных сотрудников. 3. документооборот: • составление и ведение приказов, положений, должностных инструкций; • отчётность по кадрам для бухгалтерии, статистики, госорганов. 4. контроль соблюдения трудового законодательства: • проверка правильности оформления документов; • контроль сроков договоров и испытательных сроков; • участие в аттестациях и проверках. 5. консультации сотрудников: • разъяснение прав и обязанностей по трудовому кодексу; • помощь при оформлении отпусков, больничных, увольнений и т. д. 6. взаимодействие с госорганами: • подача сведений в органы занятости, статистику, миграционную службу; • подготовка документов для проверок и аудита. требования: опыт работы более 6 лет условия: 5/2 соц пакет",,105
Ночной охранник,Частная компания Sana Holding Ltd.,1,от 200 000 ₸ за месяц на руки,1,https://almaty.hh.kz/vacancy/131957092?hhtmFrom=vacancy_search_list,hh.kz,"обязанности: обеспечение безопасности на территории бизнес‑центра. контрольно‑пропускной режим: проверка и регистрация посетителей, контроль входа/выхода. встреча гостей и сопровождение их до офисов арендаторов. своевременное выполнение обходов согласно установленному графику. контроль материальной сохранности тмц на объекте. мониторинг порядка в зоне ресепшен и общих пространствах. требования: знание основных правил службы безопасности. понимание стандартов встреча–сопровождения гостей. владение правилами контрольно‑пропускного режима в бц. знание и соблюдение правил пожарной безопасности. аккуратный внешний вид. форма одежды: классический костюм, белая рубашка, галстук. мы предлагаем: стабильную работу на престижном объекте. дружный коллектив и комфортные условия труда. своевременная и стабильная оплата труда. график работы 5/2 ночная смена с 20:00 до 08:00",,115
Бухгалтер,ТОО KIA Qazaqstan,1,,0,https://almaty.hh.kz/vacancy/132226709?hhtmFrom=vacancy_search_list,hh.kz,"обязанности: отражение операций по оказанию услуг в соответствии с мсфо и законом рк «о бухгалтерском учёте и финансовой отчётности». контроль корректности первичных бухгалтерских документов. контроль оплат и ведение учета дебиторской и кредиторской задолженности. выставление счетов-фактур в информационной системе эсф. формирование актов оказанных услуг, проведение сверки взаиморасчётов с контрагентами. квалификационные требования: высшее образование (бухгалтерский учёт, финансы, экономика). опыт работы: от 5 лет в сфере бухгалтерского учёта. знание законодательства рк по бухгалтерскому и налоговому учёту. базовое или уверенное понимание мсфо. дополнительные требования: уверенное владение: ис «бухгалтерия казахстан» / erp, ис эсф, excel (формулы, сводные таблицы). навыки работы с первичной документацией и электронным документооборотом. внимательность, ответственность, умение работать с большими объёмами данных. условия: - адрес места работы: зона индустриальная, здание 7; - график работы: 5/2, с 08:00 до 17:00; - период испытательного срока: 3 месяца; - своевременная заработная плата; - бесплатный обед; - удобный корпоративный трансфер (г. костанай, г. тобыл, г. рудный) ; - обучение (подготовка, переподготовка, повышение квалификации), в том числе зарубежное; - работа в молодой и дружной команде; - обучение у иностранных специалистов; - полугодовая система kpi; - реферальная программа «приведи друга»; - бесплатные спортивные секции.",,332
Fullstack-разработчик (Автоматизация бизнес-процессов),АО Kolesa (АО Колеса),1,от 600 000 до 1 100 000 ₸ за месяц на руки,1,https://almaty.hh.kz/vacancy/132184840?hhtmFrom=vacancy_search_list,hh.kz,"kolesa group — международная it-компания, строим классифайды для 12,5 миллионов пользователей. наши продукты — kolesa.kz | krisha.kz | avtoelon.uz — помогают людям и бизнесам продавать, покупать и владеть авто, недвижимостью, товарами и услугами. культура экспериментов, командный дух, технологии, постоянное развитие и желание достичь крутых результатов — отличительные черты kolesa team. о вакансии: работа предстоит с atlassian jira server, scriptrunner, rest-интеграциями и множеством бизнес-идей, которые нужно превращать в работающие бизнес-процессы. ты будешь разрабатывать и улучшать внутренние системы и бизнес-процессы, которые помогают командам эффективнее работать, автоматизировать рутинные задачи и поддерживать стабильность операционных процессов. тебе предстоит: проектирование и разработка бизнес-процессов (atlassian jira server с использованием groovy/java (scriptrunner); поддержка и рефакторинг существующей логики, выявление узких мест и предложение улучшений; автоматизация с использованием скриптов, процедур и интеграций с внешними сервисами через rest api; анализ логов и отладка проблем в работе бизнес-процессов и автоматизации; поддержка документации: создание и актуализация технических описаний и пользовательских инструкций; взаимодействие с другими командами и заказчиками для прояснения требований и совместной работы над улучшениями. мы ждем от тебя: опыт разработки на одном из языков: java / python / go / php / c# / groovy; уверенные знания sql, понимание структуры реляционных бд; понимание клиент-серверной архитектуры и принципов работы rest api; опыт работы с git: работа с ветками и базовыми операциями; умение читать логи и разбираться в причинах ошибок; базовые знания html; умение работать с требованиями: задавать вопросы, уточнять детали и формировать понимание задачи; понимание бизнес-целей и ориентация на результат; готовность работать в алматы (из офиса или гибрид с возможностью работать 2-3 дня в неделю удаленно). будет преимуществом: базовые знания javascript; опыт автоматизации процессов или работы с интеграциями; опыт работы с jira / scriptrunner / groovy; понимание bpmn или опыт описания бизнес-процессов; знания linux; понимать, что ""под капотом"" у продуктов atlassian. что приятного предлагаем: работу в сильной команде, где ценятся взаимопомощь и ориентация на результат; постоянный рост: система грейдирования, индивидуальные планы развития, менторство; тематические мероприятия: квизы, киновечера, family day, тимбилдинги; медицинскую страховку, оплату авиабилетов, фитнеса, образования и многое другое — твой выбор, куда использовать соцпакет; обучение: мы оплачиваем участие в конференциях, тренингах, мастер-классах; корпоративные скидки от наших партнеров; программа релокации для иногородних сотрудников.",,93
Разнорабочий на производство,,0,80 000 тг.,1,https://www.olx.kz/obyavlenie/rabota/raznorabochiy-na-proizvodstvo-IDqLSfg.html,olx.kz,,,544
Главный менеджер Департамента стратегии и корпоративного планирования,Государственный фонд Alatau City Authority,1,от 750 000 ₸ за месяц на руки,1,https://almaty.hh.kz/vacancy/132200574?hhtmFrom=vacancy_search_list,hh.kz,"обязанности: подготовка стратегий, программ развития; формирование целей, задач и системы kpi; методологическое сопровождение стратегического планирования; формирование и мониторинг системы показателей эффективности реализации стратегических документов; разработка и декомпозиция kpi; мониторинг достижения целевых индикаторов; проведение экономического и инвестиционного анализа инвестиционных проектов; подготовка аналитических записок, докладов и управленческих презентаций; формирование обоснованных выводов и предложений; проектное управление стратегическими инициативами; структурирование задач и координация работы подразделений; контроль сроков и результатов реализации стратегических проектов требования: образование высшее образование в области экономики, финансов, государственного управления, стратегического менеджмента, международных отношений. наличие зарубежного образования или степени магистра (mba, mpa, msc) является преимуществом. дополнительная квалификация в области проектного управления (pmi, prince2) приветствуется. профессиональный опыт и компетенции опыт работы не менее 3 лет в сфере стратегического планирования, развития городов, экономического анализа и инвестиционной аналитики. практический опыт разработки стратегий развития, программных документов, kpi и системы показателей эффективности, а также аналитических записок для руководства. желателен опыт работы в международных компаниях, рейтинговых агентствах или консалтинге (big4). цифровые навыки продвинутый уровень владения ms excel, powerpoint (подготовка управленческих презентаций). навыки работы с bi-системами (power bi, tableau) — преимущество. базовые навыки обработки данных (sql, python) — желательно",,90
Требуется в кафе в р-н аэропорта повар-универсал со стажем,,0,,0,https://www.olx.kz/obyavlenie/rabota/trebuetsya-v-kafe-v-r-n-aeroporta-povar-universal-so-stazhem-IDqoSzL.html,olx.kz,,,573
Таксопарк Яндекс | Яндекс такси для водителей | Подключение водителей,,0,,0,https://www.olx.kz/obyavlenie/rabota/taksopark-yandeks-yandeks-taksi-dlya-voditeley-podklyuchenie-voditeley-IDqyF23.html,olx.kz,,,778
Требуется автомойщик,,0,,0,https://www.olx.kz/obyavlenie/rabota/trebuetsya-avtomoyschik-IDqHRiz.html,olx.kz,,,789
Требуется разнарабочие на стройку,,0,,0,https://www.olx.kz/obyavlenie/rabota/trebuetsya-raznarabochie-na-stroyku-IDmrPyo.html,olx.kz,,,741
Требуется работник,,0,,0,https://www.olx.kz/obyavlenie/rabota/trebuetsya-rabotnik-IDpTbyi.html,olx.kz,,,526
Менеджер пункта выдачи заказов (ПВЗ),ТОО Jana Post,1,от 270 000 до 300 000 ₸ за месяц на руки,1,https://almaty.hh.kz/vacancy/132184658?hhtmFrom=vacancy_search_list,hh.kz,,,95
Разнорабочий,ТОО Startaff,1,до 600 000 ₸ за месяц на руки,1,https://almaty.hh.kz/vacancy/132224797?hhtmFrom=vacancy_search_list,hh.kz,"условия вакансии на пищевое производство вахтой в нижегородской области (г.павлово): ✅ ставка в дневную смену - от 300 руб.💰/час ✅ ставка в ночную смену - от 320 руб.💰/час ✅ 90 cмeн - минимальный срок вахты предоставляем от компании: - пpoживаниe со всеми условиями в квартирах; - комплексные обеды; - билeты от компании до объекта; - легализация; - спец одежду для комфортной работы; - мед комиссию; - официальное трудоустройство по тк рф; - система еженедельных авансирований; обязанности на производстве: - обработка птицы на конвейере; - фасовка и упаковка; - обвалка сырья; - набор продукции; - навеска, погрузка, разгрузка, выгрузка, сортировка продукции; - обвалка тушек птицы, упаковка, перемещение продукции;",,12
Таксопарк Яндекс | Яндекс такси для водителей | Подключение водителей,,0,,0,https://www.olx.kz/obyavlenie/rabota/taksopark-yandeks-yandeks-taksi-dlya-voditeley-podklyuchenie-voditeley-IDqyF4s.html,olx.kz,,,772
Кассир,ИП Птушко Максим Константинович,1,15 000 ₸ за смену на руки,1,https://almaty.hh.kz/vacancy/131839276?hhtmFrom=vacancy_search_list,hh.kz,"кассир (bazaar) зарплата: 15 000 ₸ за смену график: 3/4 (3 дня в неделю, иногда 4) время работы: 10:00–22:00 мы ищем кассира в команду bazaar. нужны быстрые, внимательные и дружелюбные сотрудники, которые любят порядок в цифрах и умеют держать темп в потоке. обязанности работа на кассе: обслуживание покупателей, проведение оплат (наличные/карта/переводы). корректное оформление продаж в системе. проверка цен и соответствия товара в чеке. информирование покупателей о бонусной системе/акциях, помощь с оформлением бонусной карты. соблюдение кассовой дисциплины и стандартов обслуживания. взаимодействие с администратором по спорным ситуациям/возвратам (по регламенту). требования внимательность и ответственность (касса ошибок не любит). вежливое общение и умение работать с потоком. опыт кассиром будет плюсом, но можем обучить. мы предлагаем стабильную оплату: 15 000 ₸ за смену понятный график: 3 дня в неделю обучение и поддержку администратора перспективу роста и систему мотивации (в перспективе)",,44
Стажер-разработчик,ТОО Prime Source,1,от 200 000 до 250 000 ₸ за месяц на руки,1,https://almaty.hh.kz/vacancy/131896635?hhtmFrom=vacancy_search_list,hh.kz,"обязанности: разработка, развитие и поддержка аналитической системы требования: знание основ программирования знания любого языка программирования (javascript, php, python, c#, java, c, c++ и др) писать код, понимать основные принципы разработки по быть знакомым с алгоритмами и типами переменных преимуществом будет: образование техническое, в области математики, физики базовые знания sql наличие собственных проектов условия: оплата на стажировке 200 000 тенге оплата после стажировки 250 000 тенге",,43
QA инженер (Middle),АО Alatau City Bank,1,,0,https://almaty.hh.kz/vacancy/132238203?hhtmFrom=vacancy_search_list,hh.kz,"просим обратить внимание на адрес работы и на офисный формат работы 5/2! критически важен опыт работы в тестировании мобильных приложений! обязанности: специалист для помощи в решении стратегических задач по развитию процессов разработки и тестирования. участие в тестировании доработок продуктовыми командами внедрение практик и подходов согласно роудмапа компании. требования: agile mindset и опыт работы в agile среде (scrum, kanban). strong hands-on опыт в веб и мобильном тестировании (2 года+). опыт тестирования приложений с микросервисной архитектурой. 3+ лет опыта тестирования api (postman, swagger). мобильное тестирование с помощью симуляторов и эмуляторов. умение работать с логами в kibana опыт тестирования баз данных (postgresql, oracle database) и применения sql операторов на практике. самоорганизованность, проактивность уверенное владение git. дополнительно будет : умение строить sql-запросы, postman, swagger опыт работы в scram критическое мышление и внимание к деталям условия: формат работы - офис 5/2 в алматы (казахстан) - проспект аль-фараби 36в (бц иле) корпоративные скидки на фитнес; бесплатная подписка на онлайн библитеку «аlpina digital»; приятная рабочая атмосфера в современном офисе в деловой части города; возможность строить карьеру в одном из крупнейших банков казахстана.",,330
Менеджер цифровых проектов (Digital Project Manager),ТОО PREMIUM AUTO ALMATY (АВТОЦЕНТР-БАВАРИЯ),1,от 850 000 ₸ за месяц до вычета налогов,1,https://almaty.hh.kz/vacancy/132059118?hhtmFrom=vacancy_search_list,hh.kz,"обязанности: 1) управление проектами по разработке диджитал решений для оптимизации внутренних процессов, а также для удовлетворения потребностей клиентов. координация с отделами компании (маркетинг, продажи, it, сервисное обслуживание, финансовый департамент) разработка технических заданий для подрядчиков на основании выявленных потребностей, постановка целей и задач разработка платформ и приложений, интеграция решений с сайтами компании совместно с разработчиками контроль и проверка исполнения поставленных задач, включая координацию работы отделов компании, а также подрядчиков. 2) администрирование и развитие сайтов компании проведение анализа работы сайта, определение проблемных зон, выявление решений совместно с разработчиками, в том числе совместно с технической поддержкой штаб-квартиры в германии обновление сайта, контента по запросу команды внедрение новых инструментов на сайтах компании совместно с разработчиками координация работы seo совместно с техподдержкой сайтов 3) внедрение и координация работы систем для анализа бизнес-показателей, маркетинговой эффективности. подготовка отчетов и анализ данных. 4) коммуникация со штаб-квартирой, предоставление отчетов по диджитал проектам, участие в тренингах и получение сертификации. требования: навыки тайм-менеджмента, многозадачности, управления процессами. навыки коммуникации и умение работать в команде целеустремленность и инициативность, желание расти и развиваться умение анализировать большие объемы данных, делать выводы и давать рекомендации опыт работы: образование – высшее желателен опыт запуска интернет-проектов и диджитал решений для бизнеса понимание работы crm, опыт работы с crm желателен понимание азов маркетинга, работы инструментов диджитал рекламы знание основ web/mobile-разработки (базовые понятия, понимание этапов и стандартов разработки, лучшие практики) базовое понимание принципов ux/ui дизайна, стандартов разработки структуры и дизайна интерфейсов (web/mobile) знание английского языка (upper intermediate и выше) желателен опыт в программировании",,168
"Универсал парикмахер,женский,мужской в салон красоты нужен",,0,,0,https://www.olx.kz/obyavlenie/rabota/universal-parikmaher-zhenskiy-muzhskoy-v-salon-krasoty-nuzhen-IDoVbuG.html,olx.kz,,,742
Требуются кассиры,,0,,0,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-kassiry-IDm9Gib.html,olx.kz,,,515
Требуются разнорабочие,,0,,0,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-raznorabochie-IDqJs8Z.html,olx.kz,,,797
Требуется массажист,,0,50 000 тг.,1,https://www.olx.kz/obyavlenie/rabota/trebuetsya-massazhist-IDqElto.html,olx.kz,,,454
Начальник IT-отдела,ТОО МолКом-Павлодар,1,,0,https://almaty.hh.kz/vacancy/132155674?hhtmFrom=vacancy_search_list,hh.kz,"обязанности: руководство работой ит-службы и распределение задач. участие в разработке нового функционала 1с упп, бк обеспечение бесперебойной работы ит-инфраструктуры (серверы, сети, связь, по). планирование развития и модернизации ит-систем. контроль обработки и защиты данных, информационной безопасности. организация обслуживания и ремонта техники. взаимодействие с подрядчиками и поставщиками. формирование и контроль ит-бюджета. требования: опыт работы разработчиком 1с не менее 3х лет условия: официальное трудоустройство бесплатное питание развозка спецодежда 13ая заработная плата (по итогам года)",,179
Менеджер по продажам В2b,,0,8 000 тг.,1,https://www.olx.kz/obyavlenie/rabota/menedzher-po-prodazham-v2b-IDqFGaM.html,olx.kz,,,559
Вахта Лемана про Россия,,0,,0,https://www.olx.kz/obyavlenie/rabota/vahta-lemana-pro-rossiya-IDqHtmD.html,olx.kz,,,568
Директор по маркетингу,ТОО Freedom Events,1,,0,https://almaty.hh.kz/vacancy/132079935?hhtmFrom=vacancy_search_list,hh.kz,"freedom events - компания в структуре холдинга freedom holding corp. наша основная деятельность лежит в плоскости организации крупных концертов и фестивалей с участием мировых и топ-региональных звезд. мы объединяем креатив, масштаб и опыт, чтобы создавать события, которые запоминаются навсегда. в основе нашей работы: мощные артистические line-up’ы, стратегические партнерства с крупными брендами, инновационные коммерческие решения. что предстоит делать? разработка и реализация pr- и маркетинговой стратегии проектов (концерты, фестивали, спецпроекты) управление коммуникациями бренда: media relations, инфлюенсеры, digital-каналы запуск и контроль рекламных кампаний (online/offline) с фокусом на kpi: охват, ctr, cpl, roi формирование и контроль медиаплана и маркетингового бюджета — работа с партнерами и спонсорами: интеграции, кросс-промо, увеличение коммерческой эффективности проектов управление подрядчиками (pr-агентства, продакшн, smm, дизайнеры) и контроль качества выполнения аналитика эффективности кампаний: romi, cpa, вовлеченность, конверсии, пост-анализ проектов управление репутацией и информационным полем, кризисные коммуникации при необходимости запуск инфлюенсер-кампаний и работа с лидерами мнений (от подбора до оценки эффективности) координация кросс-функциональных команд (продакшн, продажи, digital) кого мы ищем? опыт в маркетинге от 5 лет (ивенты, развлечения или смежные индустрии — преимущество) успешный опыт продвижения мероприятий или продуктов сильные навыки в digital и performance-маркетинге понимание рынка развлечений и поведения аудитории навыки работы с аналитикой и метриками (romi, cac и др.) опыт управления командой что мы предлагаем? работа с масштабными проектами и международными артистами конкурентная заработная плата возможность влиять на развитие бренда и продуктов компании динамичная и креативная среда",,178
Ищу няня-помощницу,,0,,0,https://www.olx.kz/obyavlenie/rabota/ischu-nyanya-pomoschnitsu-IDqFwgg.html,olx.kz,,,582
Оператор- кассир; оптовые и розничные продажи.,,0,,0,https://www.olx.kz/obyavlenie/rabota/operator-kassir-optovye-i-roznichnye-prodazhi-IDqKBnZ.html,olx.kz,,,677
Требуется дальнобойщик,,0,,0,https://www.olx.kz/obyavlenie/rabota/trebuetsya-dalnoboyschik-IDqDTCW.html,olx.kz,,,589
Администратор Школы плавания «iSwim»,ТОО ISWIM,1,"от 200 000 ₸ за месяц, на руки",1,https://almaty.hh.kz/vacancy/131778771?hhtmFrom=vacancy_search_list,hh.kz,"администратор ш колы плавания « iswim » школа плавания «iswim» ищет энергичного и ответственного администратора для координации работы и обеспечения высокого уровня сервиса для наших клиентов. обязанности: встреча и консультирование посетителей регистрация участников тренировочного процесса работа с документацией и платежами поддержание порядка и атмосферы гостеприимства требования: опыт работы в сфере администрирования или обслуживания клиентов — от 1 года уверенное владение пк (срм,word, excel, мессенджеры) коммуникабельность, организованность, стрессоустойчивость знание казахского и русского языков, английский — приветствуется условия: график: устанавливаемый время работы с 7.00 до 15.00 часов или с 15.00 до 23.00 дружный коллектив и комфортная рабочая среда возможность профессионального роста заработная плата — 200 000 тг на руки",,258
"Разнорабочий, работа, жұмысшы қажет",,0,10 000 тг.,1,https://www.olx.kz/obyavlenie/rabota/raznorabochiy-rabota-zhmysshy-azhet-IDqBhGP.html,olx.kz,,,507
Семейный водитель,ТОО Aktobe Energy Gaz,1,,0,https://almaty.hh.kz/vacancy/131792441?hhtmFrom=vacancy_search_list,hh.kz,требуется семейный водитель для работы в частной семье. обязанности: перевозка детей и членов семьи по городу своевременная подача автомобиля обеспечение комфортной и безопасной поездки условия: график: 6 дней в неделю рабочее время: с 07:00 до 20:00 возможны переработки работа на автомобиле работодателя автомобиль необходимо оставлять у работодателя каждый вечер (без права забирать на ночь) оформление по тк рк или по договору гпх,,336
