title,company_name,has_company_name,salary,has_salary,url,source,description,label,id
Требуется водитель для экскаватора погрузчика г.Уштобе (с.Жанаталап),,0,,0,https://www.olx.kz/obyavlenie/rabota/trebuetsya-voditel-dlya-ekskavatora-pogruzchika-g-ushtobe-s-zhanatalap-IDqMbBO.html,olx.kz,,,458
Специалист по переписке с клиентами,Частная компания “Automated Communication Solutions Ltd.”,1,"от 135 000 до 350 000 ₸ за месяц, на руки",1,https://almaty.hh.kz/vacancy/131762500?hhtmFrom=vacancy_search_list,hh.kz,"мы it компания automated communication solutions ltd. разрабатываем программные решения, которые помогают другим компаниям расти и эффективно работать. мы ищем в нашу команду менеджера по работе с клиентами , чтобы вместе достигать новых результатов. сегодня наша команда насчитывает более 500 сотрудников, а наши решения применяются во многих странах мира. условия: исключительно письменная работа : переписка с потенциальными клиентами компании обучение удаленно, работа удаленно график: с 9:00 до 18:00, обед - 1 час (понедельник — пятница), сб, вс - выходные заработная плата по результатам собеседования (ставка + kpi) нет холодных звонков обязанности: рассылка сообщений потенциальным клиентам по шаблонам, ведение переписки с клиентами, предоставление необходимой информации (только письменная работа) ; организация встреч менеджеров по продажам и потенциальных клиентов (письменно) поддержание связи с клиентом до назначенной встречи формирование базы данных клиентов требования: способность к быстрому обучению хорошие навыки работы на компьютере и знание по (ms office, google workspace); знание русского языка (грамотная устная и письменная речь) активность и ответственность мы предлагаем: перспективы роста в позиции и зарплате: старший специалист / team lead официальное трудоустройство сопровождение наставниками, которые помогают на всех этапах адаптации к работе работу в комфортной и дружелюбной среде если эта вакансия вам интересна, пишите на указанный номер телефона в контактах (ватсап, телеграм) или откликайтесь тут",,343
Администратор в студию лазерной эпиляции,ТОО Лала,1,,0,https://almaty.hh.kz/vacancy/131831768?hhtmFrom=vacancy_search_list,hh.kz,"👩‍💼 администратор студии лазерной эпиляции | высокий доход | поток клиентов 📍 алматы lalaser land — международная сеть студий лазерной эпиляции и эстетической косметологии. ✨ о работе администратор — это ключевой человек в студии, который создаёт первое впечатление и влияет на возвращаемость клиентов. у нас есть стабильный поток клиентов — вам не нужно искать их самостоятельно. ваша задача — грамотно выстроить коммуникацию, записать, удержать и довести до покупки курса процедур . 💰 доход от 250 000 и выше структура: ✔️ оклад ✔️ % с продаж абонементов и услуг ✔️ бонусы за приход и возврат клиентов 📈 чем выше ваша активность и продажи — тем выше доход. потолка нет. 🕘 график 2/2 с 09:00 до 20:00 🎯 что вы получите ✔️ официальное трудоустройство (тк рк) ✔️ полный поток клиентов ✔️ обучение продукту и продажам ✔️ поддержку команды ✔️ чёткие стандарты работы 🧾 обязанности ✔️ знание казахского языка обязательно ✔️ встреча и сопровождение клиентов ✔️ ведение записи, перезаписи и контроль графика мастеров ✔️ консультация клиентов по услугам и курсам процедур ✔️ продажа абонементов и дополнительных услуг ✔️ работа с базой клиентов (возвраты, напоминания, записи) ✔️ решение организационных вопросов в студии ✔️ наличие компьютера или ноутбука обязательно 🔎 кого мы ищем нам важны не столько опыт, сколько личные качества: ✔️ энергичность и активность ✔️ коммуникабельность и открытость ✔️ желание зарабатывать ✔️ ориентация на результат ✔️ ответственность и внимательность вы точно подойдёте, если: — легко находите контакт с людьми — умеете или хотите научиться продавать — любите живое общение — умеете держать порядок и контроль процессов ➕ будет плюсом • опыт в продажах или администрировании • опыт в бьюти-сфере • навыки работы с клиентами ❗️ но если опыта нет — обучим 🚀 возможности роста администратор → старший администратор → управляющий студии 💬 отклик если ты про деньги, результат и активную работу с людьми — откликайся. если ищешь формат «просто посидеть на ресепшене» — нам не по пути.",,281
Оператор call-центра,ТОО Медицинский центр EMIRMED,1,"от 200 000 до 350 000 ₸ за месяц, на руки",1,https://almaty.hh.kz/vacancy/131619531?hhtmFrom=vacancy_search_list,hh.kz,"многопрофильные медицинские центры эмирмед уже 13 лет успешно работают на рынке медицинских услуг. медицинские центры эмирмед — это более 60 направлений медицины, размещенных в 13 филиалах по казахстану и мы не останавливаемся на достигнутом! главной ценностью нашей компании являются наши сотрудники. мы уверенны, что успех определяется доверием, профессионализмом, ответственностью, вовлеченностью и открытостью. обязанности входящие/исходящие звонки предоставление всей нужной информации клиенту по услугам, тарифам, процедурам и акциям компании работа с клиентскими жалобами и пожеланиями ввод в базу данных полученной информации требования желателен опыт в колл-центре любой сферы грамотная речь знание казахского/русского языков обязательно стрессоустойчивость готовность работать в команде работа в многозадачности условия мы ценим ваше время и комфорт, поэтому хотим облегчить процесс добираться до нового офиса. дневной график 2/1 с 08:00 до 20:00 ночной график 2/1 с 20:00-08:00 с таким графиком работы у вас вместо привычных 8 выходных дней получается 9-10. оклад 200 000 тенге. после успешного прохождения испытательного срока предусмотрены дополнительные бонусы в виде kpi и грейда. в среднем с бонусами выходит от 285 000 до 350 000 тенге. официальное трудоустройство бонусы выплачиваются после успешного окончания испытательного срока. испытательный срок длится 3 месяца, но он может быть сокращен до одного месяца, но не менее. на совмещение не рассматриваем привилегии для наших сотрудников мы заботимся о вашем комфорте и благополучии, поэтому предоставляем существенные корпоративные скидки: медицинские услуги : 20% скидка для вас и членов вашей семьи — это возможность получать качественную помощь по доступной цене. мебель : 20% скидка на мебель в тц домиллион — создайте уют и комфорт в своем доме. фитнес : 30% скидка на абонементы в banzai фитнес-центр, чтобы вы всегда оставались в форме. питание : выгодные корпоративные условия в нашей столовой, позволяющие наслаждаться вкусной и здоровой едой ежедневно. мы стремимся не только к профессиональному росту наших сотрудников, но и к созданию для них лучшего качества жизни!",,276
"Работа в Европе, Корее , США СРОЧНО!",,0,,0,https://www.olx.kz/list/user/4WqRs/,olx.kz,,,844
Торговый представитель от 200 000 тг и выше,,0,,0,https://www.olx.kz/obyavlenie/rabota/torgovyy-predstavitel-ot-200-000-tg-i-vyshe-IDqIoQS.html,olx.kz,,,735
Кондитер,ТОО GOLDENTWIST,1,от 10 000 до 20 000 ₸ за смену на руки,1,https://almaty.hh.kz/vacancy/132049206?hhtmFrom=vacancy_search_list,hh.kz,"обязанности: сотрудник кухни (приготовление десертов) в golden twist 🍩 💰 от 10 000 тг за смену + бонусы 🕒 сменный график --- если тебе нравится готовить, работать руками и видеть результат сразу — тебе точно к нам 👇 в golden twist мы делаем трдельники, от которых люди кайфуют 😍 и сейчас ищем человека в команду кухни. --- ты нам подойдёшь, если: — любишь готовить или хочешь научиться — аккуратный(ая) и быстрый(ая) — не боишься работы в движении — хочешь стабильный доход требования: что делать: — готовить трдельники (научим с нуля) — работать с начинками: шоколад, фрукты, топпинги 🍓🍫 — красиво оформлять десерты — следить за чистотой и порядком условия: что мы предлагаем: — 💰 от 10 000 тг за смену + бонусы — 👨‍🍳 полное обучение (даже без опыта) — 🚀 рост до старшего смены / управляющего — 🤝 команду, где поддерживают — 🎁 бонусы за хорошую работу --- работа, где ты реально видишь результат своего труда и довольных клиентов 💛 откликайся прямо сейчас",,97
Требуются охранники,,0,,0,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-ohranniki-IDqJQYP.html,olx.kz,,,663
Дегустатор в магазин,ИП Чачидзе Осман Сальварович,1,от 8 000 до 20 000 ₸ за смену на руки,1,https://almaty.hh.kz/vacancy/132227056?hhtmFrom=vacancy_search_list,hh.kz,"обязанности: стоять на стойке дегустации,разливать айран,предлагать посетителям требования: поддерживать чистоту,быть коммуникабельным,пунктуальность условия: дни недели пятница суббота воскресенье",,110
официантка в кафе,,0,,0,https://www.olx.kz/obyavlenie/rabota/ofitsiantka-v-kafe-IDpAriz.html,olx.kz,,,656
Требуется водитель на цементовоз,,0,,0,https://www.olx.kz/obyavlenie/rabota/trebuetsya-voditel-na-tsementovoz-IDq4Oz9.html,olx.kz,,,517
Оператор по обработке первичных документов,ТОО Фирма Арасан,1,,0,https://almaty.hh.kz/vacancy/132235284?hhtmFrom=vacancy_search_list,hh.kz,"обязанности: осуществление маркировки табачной продукции в установленном порядке; подвязка электронных счетов-фактур (эсф); подшивка, систематизация и архивирование первичной документации; проверка продаж по данным офд, сверка кассовых чеков и банковских операций; выполнение поручений главного бухгалтера в рамках своей компетенции. требования: среднее специальное или высшее образование (бухгалтерия, финансы — желательно); опыт работы с первичной документацией будет преимуществом; внимательность, ответственность, аккуратность в работе с документами; уверенное владение пк (excel, 1с — желательно). условия: официальное трудоустройство; стабильная заработная плата; график работы: пятидневка; дружный коллектив.",,40
Требуется преподаватель в АВТОШКОЛУ,,0,,0,https://www.olx.kz/obyavlenie/rabota/trebuetsya-prepodavatel-v-avtoshkolu-IDqLB5b.html,olx.kz,,,712
Ищем курьеров на доставку еды из ресторанов,,0,Бесплатно,1,https://www.olx.kz/obyavlenie/rabota/ischem-kurerov-na-dostavku-edy-iz-restoranov-IDqEjws.html,olx.kz,,,695
Требуются Механизаторы,,0,,0,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-mehanizatory-IDqIu4D.html,olx.kz,,,630
Требуется водитель-экспедитор по горду Алматы с опытам работы вождени,,0,,0,https://www.olx.kz/obyavlenie/rabota/trebuetsya-voditel-ekspeditor-po-gordu-almaty-s-opytam-raboty-vozhdeni-IDqzVOd.html,olx.kz,,,598
Требуеться парильщик 2/2,,0,,0,https://www.olx.kz/obyavlenie/rabota/trebuetsya-parilschik-2-2-IDqqudq.html,olx.kz,,,555
Требуется водитель на еврофуру,,0,60 000 тг.,1,https://www.olx.kz/obyavlenie/rabota/trebuetsya-voditel-na-evrofuru-IDoTuAa.html,olx.kz,,,523
Тренер,Бакыткызы Дина,1,,0,https://almaty.hh.kz/vacancy/132059565?hhtmFrom=vacancy_search_list,hh.kz,"приглашаем в команду тренеров в новую танцевальную студию, где вы сможете развиваться и работать в дружелюбной атмосфере обязанности проведение занятий по выбранным направлениям танцев, фитнеса и йоги подготовка и проведение тренировок для взрослых и детей поддержание мотивации и интереса у учеников обеспечение безопасности и правильной техники выполнения упражнений участие в развитии и продвижении студии требования опыт работы тренером ответственность любовь к своему делу коммуникабельность и умение работать с разными возрастными группами желание развиваться и обучаться условия работа в новой студии возможность профессионального роста вместе с проектом дружелюбная атмосфера в коллективе",,389
Директор по стратегическому развитию компании,ТОО Компания АйсМастер - Айс Крим,1,,0,https://almaty.hh.kz/vacancy/132223898?hhtmFrom=vacancy_search_list,hh.kz,"обязанности: - разработка концепции и стратегии развития предприятия; - знание основ продаж, менеджмента и маркетинга, бухгалтерии и финансов, логистики(доставка продукции и складское хозяйство); - знание переговорных процессов, опыт проведения успешных деловых переговоров с обсуждением коммерческих условий, обсуждения условий договоров и успешное их заключение; - планирование продаж, планирование бюджетов корпоративных финансов и контроль реализации достижения плановых показателей; - анализ рынков сбыта, территорий региональных и экспортных продаж, по всем категориям каналов сбыта(кат.а, в,с, horeca); - разработка и подготовка программ развития различных подразделений компании; - знание административно-хозяйственной деятельности и логистических процессов, умение управлять коллективом предприятия; - оптимизация бизнеса в разных рыночных ситуациях, стабилизация состояния компании, определение возможностей поведения в кризисных ситуациях; - трансформация стратегических целей на уровень процессов и проектов и их реализация; - разработка систем мотивации персонала компании; - контроль выполнения подчиненными поставленных руководством задач. требования: - высшее экономическое или финансовое образование; - опыт работы на руководящих должностях не менее 6-ти лет; - знание компьютера и компьютерных программ: ms office, 1с-бухгалтерия на уровне уверенного пользователя; - знание действующего законодательства рк. условия: - рабочая неделя: 5/2; - компенсация затрат на услуги мобильной связи, компенсация командировочных расходов; - уровень оплаты труда, обсуждается индивидуально при собеседовании с руководством компании.",,293
Заместитель директора,ТОО Goldman Astana,1,"700 000 ₸ за месяц, на руки",1,https://almaty.hh.kz/vacancy/132070573?hhtmFrom=vacancy_search_list,hh.kz,"обязанности: руководство выполнением отдельных заданий по производству, разработка и согласование совместно с директором предприятия планов развития производства; организация работы по выпуску продукции , контроль за работой цехов. разработка и осуществление мер по повышению качества продукции, систематический анализ ее технического уровня. принятие мер по разрешению вопросов, относящихся к финансово-экономической и производственной деятельности обеспечение выполнения в полной мере обязательств предприятия перед поставщиками, заказчиками, кредиторами, а также хозяйственных договоров. организация и осуществление работы по поиску новых клиентов и партнеров; установление и поддержание долгосрочных деловых отношений; взаимодействие с производством и логистикой для своевременного выполнения заказов; организация мероприятий по продвижению продукции и формированию узнаваемости бренда компании; контроль использования фирменного стиля компании подготовка распоряжений по всем вопросам, касающимся его компетенции, в области производства, сроков и других обязательств для исполнения. принятие мер по совершенствованию планирования экономических показателей деятельности организации контроль ведения учета расходования и поступления средств, использования товарно-материальных ценностей требования: опыт работы на производстве не менее 6 лет, руководство предприятием аналитическое мышление, креативный подход к решению задач самостоятельная организация перемещения между объектами условия: пятидневная 40 часовая рабочая неделя молодой, дружный коллектив",,432
Менеджер по продажам услуг,ТОО Центр профессиональной подготовки Nurikon,1,"от 300 000 ₸ за месяц, на руки",1,https://almaty.hh.kz/vacancy/131848808?hhtmFrom=vacancy_search_list,hh.kz,"обязанности: общение по телефону с компаниями сфере недропользования(нефть, уран, горнорудное дело) по базе клиентов , созданной компанией в течение 16 лет встреча участников обучения и сопровождение на обучение поездки в различные города казахстана при проведении корпоративного обучения требования: необходимо иметь отличную успеваемость в школе, желателен опыт работы в продажах коммуникабельность обучаемость мобильность желательно, хороший уровень английского условия: оклад бонусы поездки за границу в филиалы в дубай и лондон с сопровождением группы оплата детских садов и школ для детей сотрудников нашей компании. обучение как внутреннее, так внешнее для лучших менеджеров года - поездка за границу в любую страну мира в качестве бонуса. отличный офис с возможностью отдыхать в обеденный перерыв внедрена система ""кайдзен""- непрерывного совершенствования ежедневное наставничество от топ менеджеров до выхода на уровень средних продаж каждые 3-4 месяца - поездка за границу всей командой для проведения тимбилдингов для компании ""nurikon""",,210
Помощник главного бухгалтера,,0,,0,https://www.olx.kz/obyavlenie/rabota/pomoschnik-glavnogo-buhgaltera-IDqBAod.html,olx.kz,,,466
Требуется торговый представитель,,0,,0,https://www.olx.kz/obyavlenie/rabota/trebuetsya-torgovyy-predstavitel-IDqAtLC.html,olx.kz,,,800
Офис-менеджер,ИП Живая вода,1,"от 270 000 до 350 000 ₸ за месяц, на руки",1,https://almaty.hh.kz/vacancy/132206620?hhtmFrom=vacancy_search_list,hh.kz,"обязанности: работа с готовой базой клиентов принимать и обрабатывать заявки телефонные переговоры требования: - умение находить подход к клиенту - активность - желание работать и расти - вежливая и грамотная речь - исполнительность - знание казахского языка - опытный пользователь пк условия: - официальное трудоустройство - график работы: 5/2 , с 10.00-19.00 часов ( суббота -воскресенье выходные дни ) - заработная плата - 270.000 тг на руки +бонусы",,301
Товаровед на склад (Kaspi-магазин),ИП DIGITAL MEDIA GROUP,1,"до 400 000 ₸ за месяц, на руки",1,https://almaty.hh.kz/vacancy/132174778?hhtmFrom=vacancy_search_list,hh.kz,"мы- развивающаяся компания, занимаемся продажей товаров через kaspi.kz. работаем с большим ассортиментом и растущими объемами. обязанности: прием и проверка товара ( по количеству и качеству) проведение инвентаризаций контроль остатков на складе и своевременное выставление товара на продажу учет товара контроль за своевременной отгрузкой товаров по заказам поддержание порядка на складе контроль сроков годности товаров требования: внимательность и ответственность умение работать с товарами и цифрами опыт работы товароведом/кладовщиком будет плюсом аккуратность и организованность",,214
Требуется пекарь в столовую,,0,,0,https://www.olx.kz/obyavlenie/rabota/trebuetsya-pekar-v-stolovuyu-IDq2uxI.html,olx.kz,,,543
Требуются девушки мастера массажа,,0,,0,https://www.olx.kz/obyavlenie/rabota/trebuyutsya-devushki-mastera-massazha-IDqJ628.html,olx.kz,,,585
Администратор салона,ИП Gladko_ast,1,"от 10 000 ₸ за смену, на руки",1,https://almaty.hh.kz/vacancy/132150376?hhtmFrom=vacancy_search_list,hh.kz,"обязанности: встреча и консультирование клиентов, создание доброжелательной атмосферы. работа с кассой, расчет клиентов контроль за чистотой и порядком в студии. поддержание стандартов сервиса и решение текущих вопросов. требования: опыт работы администратором (желательно в сфере услуг). коммуникабельность, доброжелательность, умение работать с клиентами. знание основ делового общения и этикета. ответственность, пунктуальность, стрессоустойчивость. желательно знание косметологических услуг (необязательно, обучают на месте). условия: комфортное рабочее место. молодой и дружный коллектив. работа в современном и уютном пространстве.",,384
Администратор в фитнес-клуб,ИП МОВ,1,от 300 000 до 450 000 ₸ за месяц на руки,1,https://almaty.hh.kz/vacancy/131807685?hhtmFrom=vacancy_search_list,hh.kz,"обязанности: встреча гостей и членов клуба, консультирование, ведение базы данных введение кассовой отчётности продажа абонементов и спортивных товаров обеспечение качественного сервиса содействие на фито-баре требования: грамотная речь пунктуальность коммуникабельность ответственность условия: график работы: пон-пят с 06-00 до 15-00, сменный пон-пят-с 15-00 до 24-00 окладной часть + % от продаж абонементов бесплатное посещение фитнес клуба",,87
Работа водителем в такси,,0,,0,https://www.olx.kz/obyavlenie/rabota/rabota-voditelem-v-taksi-IDhFUse.html,olx.kz,,,550
QA инженер,ТОО «Aviata» (Freedom Travel),1,,0,https://almaty.hh.kz/vacancy/132190562?hhtmFrom=vacancy_search_list,hh.kz,"freedom travel — одна из лидирующих компаний в области бронирования и продажи авиабилетов в казахстане. мы верим в ценность людей, которые у нас работают, вне зависимости от занимаемой должности. мы стремимся к долгосрочным отношениям и всегда находимся в поиске талантов. в связи с расширением отдела, мы ищем себе в команду нового сотрудника! нам важно твоё стремление к личностному и профессиональному развитию. обязанности: разработка и поддержка тестовой документации (тест-планы, тест-кейсы, чек-листы, баг-репорты); проведение полного цикла ручного тестирования веб- и мобильных приложений; описание и сопровождение дефектов в баг-трекинговых системах; работа с тест-менеджмент системами, контроль и анализ тестового покрытия; взаимодействие с разработчиками, аналитиками и менеджерами продуктов; контроль сроков устранения выявленных дефектов и повторная проверка исправлений; анализ результатов тестирования и участие в улучшении качества продукта. требования: понимание жизненного цикла разработки по и процессов тестирования; практический опыт применения методологий и инструментов qa; опыт тестирования api, понимание архитектуры клиент-серверных приложений; опыт работы с снифферами трафика (charles, fiddler и др.); применение принципов shift-left тестирования; уверенное владение sql на уровне простых запросов; опыт работы с системами контроля версий (git). условия: сильная команда единомышленников: вы будете работать с опытными разработчиками, которые действительно любят своё дело. мы гордимся не только уровнем профессионализма в команде, но и тем, какие это открытые, увлечённые и просто классные люди. здесь ценят уважение, обмен опытом и здоровую командную атмосферу. обучение за счёт компании: если вы хотите пройти курс, получить новую сертификацию или съездить на профильную конференцию - мы поддержим. компания готова взять на себя расходы на обучение, если оно помогает вам расти как специалисту. собственная библиотека: в офисе есть библиотека с профессиональной литературой. мы регулярно обновляем коллекцию книг по программированию, архитектуре, управлению проектами и софт-скиллам. всё можно читать прямо на месте или взять домой. современный и уютный офис: наш новый офис - это пространство, где приятно работать и отдыхать. есть комната релакса, тихие зоны для концентрации, гибкие рабочие места. всё продумано для вашего комфорта. скидки на занятия спортом: забота о здоровье - важная часть жизни. мы предоставляем скидку на абонемент в фитнес-клуб , чтобы вы могли поддерживать хорошую физическую форму и переключаться от рабочих задач.",,79
Врач офтальмолог детский,,0,650 000 тг.,1,https://www.olx.kz/obyavlenie/rabota/vrach-oftalmolog-detskiy-IDqhDgm.html,olx.kz,,,623
Специалист по закупкам,ТОО Freedom Holding Operations,1,,0,https://almaty.hh.kz/vacancy/132185402?hhtmFrom=vacancy_search_list,hh.kz,"мы разрабатываем проекты по автономной доставке товаров с помощью дронов и наземных роботов — в городской среде и в отдалённые населённые пункты. наши проекты находятся на стыке: робототехники авиации логистики программной инженерии создаём решения, которых ранее не было на рынке казахстана. обязанности: закупки и поставщики планирование закупок на основе приоритетов бизнеса и r&d поиск и анализ поставщиков (включая китай, европу, сша) подготовка сравнительных таблиц и выбор оптимальных решений переговоры по цене, срокам, sla и условиям поставки операционная работа полное сопровождение закупок: от заявки до закрывающих документов контроль сроков поставки, решение блокеров организация логистики и перевозок работа с договорами, счетами, доверенностями документооборот и учёт работа с первичными документами в 1с контроль оплат и закрывающих документов учет тмц и основных средств (базовый уровень) взаимодействие с бухгалтерией управление рисками и процессами выявление и снижение рисков поставок улучшение процессов закупок и документооборота взаимодействие с инженерами, pm и финансами требования: опыт в закупках / supply chain от 2 лет или в бухгалтерии от 3 лет опыт работы с зарубежными поставщиками ( китай — обязательно ) понимание базовой техники: электродвигатели датчики механические компоненты навыки анализа и структурирования информации опыт работы с 1с (первичка, базовые операции) английский — intermediate+ ​​​​​",,111
Такси Яндекс: 35 заказов! За авто платить не нужно! ГСМ и ТО от нас!,,0,,0,https://www.olx.kz/obyavlenie/rabota/taksi-yandeks-35-zakazov-za-avto-platit-ne-nuzhno-gsm-i-to-ot-nas-IDq2PCm.html,olx.kz,,,794
Требуется охранник Павлодар 1/2 90000,,0,,0,https://www.olx.kz/obyavlenie/rabota/trebuetsya-ohrannik-pavlodar-1-2-90000-IDqgph6.html,olx.kz,,,548
Директор,ТОО Торговый дом Кирпич Астана,1,"от 600 000 до 1 000 000 ₸ за месяц, на руки",1,https://almaty.hh.kz/vacancy/132150894?hhtmFrom=vacancy_search_list,hh.kz,"директор либо заместитель требуется на кирпичный завод. производство находится в 30 км от астаны. производство керамического кирпича. желательно с опытом работы на кирпичном производстве. жилье в астане предоставляем, можно и семью перевезти. служебный транспорт либо водитель предоставляется. оплата договорная+бонусы при выполнении ежемесячного плана производства. проезд для собеседования оплачиваем. остальное при встрече.",,199
Слесарь по ремонту технологических установок,ТОО Стамгазстрой,1,,0,https://almaty.hh.kz/vacancy/132242031?hhtmFrom=vacancy_search_list,hh.kz,"обязанности: выполняет техническое обслуживание и ремонт разнообразного технологического оборудования, с фокусом на стационарное оборудование (аппараты, сосуды, резервуары, теплообменники, трубопроводы, котлы,задвижки и др). обслуживание и ремонт технологического оборудования (аппараты, сосуды, теплообменники, трубопроводы, арматура и др.). выполнение полного цикла ремонтных работ: разборка, дефектация, ремонт, сборка, испытания и ввод в эксплуатацию. проведение холодных врезок в трубопроводы и оборудование. ремонт и обслуживание теплообменников (включая кожухотрубные), очистка и замена элементов. монтаж и ремонт трубопроводов, фланцевых и резьбовых соединений, подготовка к сварке. выявление неисправностей, анализ причин отказов и разработка решений по их устранению. требования: высшее профессиональное (техническое) или среднее профессиональное (техническое) образование по одному из направлений: машиностроение, технология машиностроения, эксплуатация и ремонт машин и оборудования, механическое оборудование промышленных предприятий, техническое обслуживание и ремонт нефтегазового оборудования, металлообработка, материаловедение и технология материалов, промышленная инженерия, или смежных с ними. предпочтительно иметь следующие сертификаты: свидетельство на право работы с грузоподъемными механизмами – «машинист мостового и козлового крана», действующее удостоверение (сертификат) по электробезопасности: группа допуска ii. не менее 5 лет практического опыта работы слесарем по ремонту оборудования на нефтегазовых объектах, с подтверждённым опытом самостоятельного обслуживания и ремонта, участием в ппр и работой на действующем оборудовании. условия: тенгиз, 14/14 официальное трудоустройство медицинское страхование",,31
